JournalNameInData,StandardJournalName,Publisher,ChiefEditor,PrintISSN,ElectronicISSN,ImpactFactor
International Journal of Oral Science,International Journal of Oral Science,Sichuan University Press,Xue-dong Zhou,not found,16742818,3.977
International Journal of Pharmaceutics,International Journal of Pharmaceutics  ,"	",,,,
"Elsevier""",J Siepmann,"	0378-5173",1873-3476,4.213,FALSE,
International Journal of Surgery,International Journal of Surgery  ,"	",,,,
"Elsevier""",Professor David Rosen,"	1743-9191",1743-9159,3.158,FALSE,
International Journal of Traditional Chinese Medicine,Journal of Traditional Science,Academy of traditonal chinese medicince,Boli Zhang,0255-2922,0255-2922,4.197
Interv Med Appl Sci.; 11(1):17-20,Interventional Medicine and Applied Science,AKJournals,Ágoston Szél,20611617,20615094,0.23
Intrinsically Disord Proteins,Intrinsically Disordered Proteins,"Austin, Tx : Landes Bioscience, [2013]-","Dr. Lukasz Kurgan, Dr. Vladimir N. Uversky ",2169-0693,2169-0707,
Invest Radiol,Investigative Radiology,"	",,,,
"Wolters Kluwer""","	Val Murray Runge","	0020-9996",1536-0210,6.091,FALSE,
Investigative radiology,Investigative Radiology,Wolters Kluwer,Val M. Runge,0020-9996,1536-0210,6.091
Ir Vet J,Irish Veterinary Journal,springer nature,Prof Michael Doherty,not found,2046-0481,1.5
Iran Biomed J,Iranian Biomedical Journal,Pasteur Institute of Iran ,"Vahid Khalaj, Ph.D.",1028-852X,2008-823X,2.2
Iran J Basic Med Sci,Iranian Journal of Basic Medical Sciences,Mashhad University of Medical Sciences,"Fazly Bazzaz, Bibi Sedigheh",2008-3866,2008-3874,1.854
Iran J Biotechnol,Iranian Journal of Biotechnology,National Institute of Genetic Engineering and Biotechnology,Alireza Zomorodipour,1728-3043,2322-2921,0.861
Iran J Child Neurol,Iranian Journal of Child Neurology,The Iranian Child Neurology Society,Dr. Parvaneh Karimzadeh,1735-4668,2008-0700,0.59
Iran J Microbiol,Iranian Journal of Microbiology,ehran University of Medical Sciences,Mohammad Mehdi Feizabadi,2008-3289,2008-4447 ,0.17
Iran J Nurs Midwifery Res,Iranian Journal of Nursing and Midwifery Research,Medknow Publications,"Masoud Bahrami, Midwifery, Isfahan",1735-9066,2228-5504,
Iran J Parasitol,Iranian Journal of Prasitology,Iranian Society of Parasitology,Edrissian GhH,1735-7020,2008-238x,0.735
Iran J Pharm Res,Iranian Journal of Pharmaceutical Research,"School of Pharmacy, Shahid Beheshti University of Medical Sciences",Dr. Nima Naderi,"	1735-0328",1726-6890,1.745
Iran J Public Health,Iranian Journal of Public Health,Tehran University of Medical Sciences (TUMS),Prof. Dariush D. Farhud,2251-6093,2251-6085,1.225
Iran J Radiol,Iranian Journal of Radiology,"	Kowsar Publishing Company","Karim Vessal, Kavous Firouznia",1735-1065,2008-2711,0.478
Iran J Reprod Med,Iranian Journal of Reproductive Medicine,"Shahid Sadoughi University of Medical Science, Yazd, Iran",not found,1680-6433,2008-2177 ,
Iran Red Crescent Med J,Iranian Red Crescent Medical Journal,Kowsarmedical,not found,2074-1804,2074-1812,
Iranian South Medical Journal,Iranian South Medical Journal,"	",,,,
"Bushehr University of Medical Sciences """,Majid Assadi,not found,"	1735-4374",,FALSE,
ISBT Sci Ser,International Society of blood transfusion Science series,Wiley,Pieter van der Meer,not found,1751-2824,2.107
iScience,iScience, Elsevier,Holden Thorp,2589-0042,2589-0042,41.063
ISME J,The ISME Journal,Nature Publishing Group," George Kowalchuk, Kazuya Watanabe","	1751-7362",1751-7370,9.493
Isr J Health Policy Res,Israel Journal of Health Policy Research,Biomed Central,not found,2045-4015,2045-4015,1.613
ISRN Biotechnol,ISRN Biotechnology,Springer,Alexander Steinbüchel,0175-7598,1432-0614,3.889
ISRN Mol Biol,ISRN Molecular Biology,Springer,Jonathan Brody,0301-4851,1573-4978,1.707
ISRN Vet Sci,ISRN Veterinary Science,Hindawi Publishing,Young S. Lyoo,"	2090-4452",2090-4460,1.751
Ital J Pediatr,Italian Journal of Pediatrics,springer nature,Giovanni Corsello,1824-7288,1824-7288,2.125
IUCrJ,IUCrJ,International Union of Crystallography,A. J. Allen, 2052-2525, 2052-2525,5.793
J Adv Pharm Technol Res,Journal of advanced pharmaceutical technology and research,Society of Pharmaceutical Education & Research,Dr. Upendra Nagaich,2231-4040,0976-2094,1.093
J Adv Res,Journal of advanced research,elsevier,Hussein M. Khaled,2090-1232,2090-1232,5.045
J Adv Vet Anim Res,journal of advanced veterinary and animal research,Network for the Veterinarians of Bangladesh,Prof. Nazmul H. Nazir,2311-7710,2311-7710,0.34
J Allergy Clin Immunol,Journal of Allergy and Clinical Immunology,Elsevier,"Zuhair K. Ballas, MD",0091-6749,0091-6749,13.316
J Alzheimers Dis Rep.; 1(1):125-157,Journal of Alzheimer's Disease ,IOS Press,George Perry,1387-2877,1875-8908,3.517
J Anal Methods Chem,Journal of Analytical Chemistry,Springer,Yurii A. Zolotov,1061-9348,1608-3199,0.815
J Anim Sci Biotechnol,Journal of animal sciences and biotechnology,BioMed Centra,Defa Li,2049-1891,2049-1891,3.903
J Anim Sci Technol,journal of animal science and technology,The Korean Society of Animal Science and Technology. ,Sally Johnson,2055-0391,2055-0391,
J Antimicrob Chemother,Journal of Antimicrobial Chemotherapy,Oxford University Press,J. Peter Donnelly,0305-7453,1460-2091,5.217
J Appl Microbiol,Journal of Applied Microbiology,Springer,Alexander Steinbüchel, 2191-0855, 2191-0855,2.485
J Appl Oral Sci,Journal of Applied Oral Science,Faculdade de Medicina da Universidade de Sao Paulo,not found,1678-7757,1678-7757,1.506
J Asthma Allergy,Asthma Allergy,Dove Medical Press,Amrita Dosanjh,"	1178-6965","	1178-6965",
J Audiol Otol,Journal of audiology and otology,The Korean Audiological Society and Korean Otological Society,Kyoung-Ho Park,2384-1621,2384-1710,0.75
J Autoimmun,Autoimmunity Journal,Informa Healthcare (United States),Paolo Casali,1607-842X,0891-6934,7.641
J Autoimmune Dis,Journal of Autoimmune Disorders,springer nature,Not found,1740-2557,1740-2557,7.228
J Behav Decis Mak,Journal of Behavorial Decision Making,John Wiley & Sons,George Wright,0894-3257,1099-0771,1.791
J Biol,Biology Journal,MDPI,Chris O'Callaghan,2079-7737,2079-7737,
J Biol Chem,Biological Chemistry,Springer,Naranjan S. Dhalla,0300-8177,1573-4919,2.731
J Biol Eng,Journal of Biological Engineering,Springer,"Kai-Nan An, Fong-Chin Su",1609-0985,2199-4757,1.361
J Biol Regul Homeost Agents,Journal of Biological Regulators & Homeostatic Agents,Biolife SAS (Italy),Not found,"	0393-974X","	0393-974X",1.6
J Biomark,Biomark Journal,Taylor & Francis,Martin Möckel,"	1354-750X",1366-5804,2.268
J Biomed Biotechnol,Journal of Biomedicine and Biotechnology,HINDAWI PUBLISHING CORPORATION,not found,1110-7243,1110-7251,3.169
J Biomed Res,The Journal of Biomedical Research,Nanjing Medical University,Hongbing Shen,2352-4685,1674-8301,
J Biomed Sci,Journal of Biomedical Science,BioMed Central,Wen-Chang Chang,1021-7770,1423-0127,4.091
J Biomol NMR,Journal of Biomolecular NMR,Springer Science+Business Media,Gerhard Wagner,0925-2738,1573-5001,2.557
J Blood Med,Journal of Blood Medicine,Dove Medical Press Ltd. ,Martin Bluth,,1179-2736,
J Bras Pneumol,Jornal Brasileiro de Pneumologia,Sociedade Brasileira de Pnemologia e Tisiologia,Rogerio Souza,1806-3713,1806-3756,
J Cancer,Journal of Cancer,Ivyspring International Publisher,"Yan-Gao Man, Naoto T. Ueno",,1837-9664,3.182
J Cardiothorac Surg,Journal of Cardiothoracic Surgery,BioMed Central,Vipin Zmvar,,1749-8090,1.403
J Cardiovasc Dis Res,Journal of Cardiovascular Disease Research,E Manuscript Services,"Peng Zhou, Yujie Zhu",0975-3583,0976-2833,
J Cell Biol,Journal of Cell Biology,Rockefeller University Press,Jodi Nunnari,0021-9525,1540-8140,20.551
J Cell Death,Journal of Cell Death,SAGE publishing,Garry M. Walsh,,1179-0660,
J Cell Mol Med,Journal of Cellular and Molecular Medicine,Wiley-Blackwell,Stefan N. Constantinescu,1582-1838,1582-4934,4.658
J Cell Sci,Journal of Cell Science,The Company of Biologists,Michael Way,0021-9533,1477-9137,
J Chem Inf Model,Journal of Chemical Information and Modeling,American Chemical Society,Kenneth M. Merz Jr. ,1549-9596,1520- 5142,3.996
J Chin Med Assoc,Journal of the Chinese Medical Association,Elsevier Taiwan,Fa-Yauh Lee,,1726-4901,1.894
J Clin Bioinforma,Journal of Clinical Bioinformatics,Shanghai Institute of Clinical Bioninformatics,,,2043-9113,
J Clin Cell Immunol,Journal of Clinical and Cellular Immunology,Longdom Publishing,Charles J Malemud,,2155-9899,2.3
J Clin Exp Dent,Journal of Clinical and Experimental Dentistry,Medicina Oral S.L,José V. Bagán,,1989-5488,0.43
J Clin Immunol,Journal of Clinical Immunology,Springer Science+Business Media,Vincent Bonagura,0271-9142,1573-2592,4.227
J Clin Lab Anal,Journal of Clinical Laboratory Analysis,Wiley-Liss,,,0887-8013,1.549
J Clin Med,Journal of Clinical Medicine,MDPI AG,"Emmanuel Andrés, Michael G. Hennerici",,2077-0383,5.688
J Clin Med Res,Journal of Clinical Medicine and Research,Marshfield Clinic Research Foundation,Adedayo A. Onitilo,1539-4182,1554-6179,
J Clin Microbiol,Journal of Clinical Microbiology,American Society for Microbiology,Alexander J. McAdam,0095-1137,1098-660X,4.959
J Clin Neurol,Journal of Clinical Nuerology,Korean Neurological Association,Kyoung-Min Lee,1738-6568,2005-5013,2.63
J Clin Transl Hepatol,Journal of Clinical and Translational Hepatology,Xia & He Publishing,"Hong Ren, George Y. Wu, Harry Hua-Xiang Xia",2225-0719,2310-8819,
J Clin Virol,Journal of Clinical Virology,Elsevier ,"H.G.M. Niesters, B. Pinsky",,1386-6532,3.02
J Community Health,Journal of Community Health,Springer,Pascal James Imperato,0094-5145,1573-3610,1.802
J Community Hosp Intern Med Perspect,Journal of Community Hospital Internal Medicine Perspectives,Taylor and Francis Ltd. ,"Robert P. Ferguson, Richard Alewis, Jeanette Huff",,2000-9666,
J Crit Care Med (Targu Mures),The Journal of Critical Care Medicine,Sciendo,Leonard Azamfirei,2393-1809,2393-1817,
J Dent Sci,Journal of Dental Sciences,Wei-Jen Chang,Chun-Pin Chiang,,1991-7902,0.811
J Diabetes Res,Journal of Diabetes Research,Hindawi,Mark Yorek,2314-6745,2314-6753,3.04
J Dig Dis,Journal of Digestive Diseases,Wiley,"Jing-Yuan Fang, Zhiping Li, Min Hu Chen ",,1751-2980,1.689
J Drug Deliv,,,,,,
J Educ Health Promot,Journal of Education and Health Promotion,Wolters Kluwer Medknow Publications,Alireza Yousefy,2277-9531,2319-6440,
J Emerg Dis Virol,Journal of Emerging Diseases and Virology,Sciforschen,Clinton Jones,,2473-1846,
J Emerg Trauma Shock,"Journal of Emergency, Trauma, and Shock",Medknow Publications,"Kelly P. O'Keefe, Praveen Aggarwal, Tracy Sanson, L.R. Murmu",0974-2700,0974-519X,
J Environ Public Health,Journal of Environmental and Public Health,Hindawi,,1687-9805,1687-9813,
J Enzyme Inhib Med Chem,Journal of Enzyme Inhibition and Medical Chemistry,Informa,Claudiu T. Supuran,1475-6366,1475-6374,4.027
J Epidemiol,Journal of Epidemiology,Japan Epidemiological Association,Keitaro Matsuo,0917-5040,1349-9092,3.078
J Epidemiol Community Health,Journal of Epidemiology and Community Health,BMJ Group,"Martin Bobak, James R. Dunn",0143-005X,1470-2738,3.872
J Ethnobiol Ethnomed,Journal of Ethnobiology and Ethnomedicine,BMC,Andrea Pieroni,,1746-4269,3.06
J Evid Based Med,Journal of Evidence Based Medicine,Wiley,"You-Ping Li, Mike Clarke",,1756-5391,
J Exerc Rehabil,Journal of Exercise Rehabilitation,Korean Society of Exercise Rehabilitation,Kee-Hawn Kim,2288-176X,2288-1778,
J Exp Clin Cancer Res,Journal of Experimental & Clinical Cancer Research,BioMed Central,Mauro Castelli,0392-9078,1756-9966,6.217
J Exp Med,Journal of Experimental Medicine,Rockefeller University Press,,0022-1007,1540-9538,10.892
J Family Community Med,Journal of Family & Community Medicine,Medknow Publications,Sameeh Al-Almaie,2230-8229,2229-340X,
J Family Med Prim Care,Journal of Family Medicine and Primary Care,Medknow Publications,Raman Kumar,2249-4863,2278-7135,
J Feline Med Surg,Journal of Feline Medicine and Surgery,SAGE publications,"A. H. Sparkes, M. Scherk",1098-612X,1532-2750,1.681
J Fungi (Basel),Journal of Fungi,MDPI ,David S. Perlin,,2309-608X,
J Gen Fam Med,Journal of General and Family Medicine,Wiley,Yasuharu Tokuda,,2189-7948,
J Gen Intern Med,Journal of General Internal Medicine,Springer,"Steve Asch, Carol Bates, Jeffrey Jackson",0884-8734,1525-497,3.701
J Gen Virol,Journal of General Virology,"	",,,,
"Microbiology Society""",Mark Harris ,0022-1317,1465-2099,2.809,FALSE,
J Geriatr Cardiol,Journal of Geriatric Cardiology,Science Press,Hai-Yun Wu,1671-5411,1671-5411,1.056
J Ginseng Res,Journal of Ginseng Research,,Man-Hee Rhee,1226-8453,1226-8453,4.007
J Glob Health,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 5(1):010408,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 5(2):020404,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 5(2):020417,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 5(2):050418,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 6(2):020704,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 7(2):020102,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Health.; 8(2):020310,Journal of Global Health,International Society of Global Health,Ana Marusic,2047-2978,2047-2986,3.079
J Glob Infect Dis,Journal of Global Infectious Diseases,Wolters Kluwer,Ricardo Izurieta,0974-777X,0974-8245,3.079
J Health Popul Nutr,"Journal of Health, Population and Nutrition",,Abdullah H. Baqui2072-1315,,2072-1315,2.135
J Healthc Eng,Journal of Healthcare Engineering,,Loredana Zollo,,,1.295
J Hematol Oncol,Journal of Hematology & Oncology,,Prof Delong Liu,1756-8722,1756-8722,7.373
J Hosp Infect,Journal of Hospital Infection,WB Saunders,Jim Gray,0195-6701,1532-2939 ,3.354
J Hum Genet,Journal of Human Genetics,,Yutaka Suzuki,,1435-232X,
J Immune Based Ther Vaccines,Journal of Immune Based Therapies and Vaccines,BioMed Central,,1476-8518,1476-8518,
J Immunoassay Immunochem,Journal of Immunoassay and Immunochemistry,Taylor and Francis,,1532-1819,1532-1819,
J Immunol,Journal of Immunology,American Association of Immunologists ,Eugene M. Oltz,0022-1767,1550-6606 ,4.718
J Immunol Res, Journal of Immunology Research,,Professor Holland,,,3.404
J Immunol Sci,Journal of Immunological Sciences,,,2578-3009,2578-3009,
J Infect Dis,The Journal of Infectious Diseases,University of Chicago Press,Martin Hirsch,0022-1899 ,0022-1899 ,5.186
J Inflamm (Lond),Journal of Inflammation,,Paul Kirkham,1476-9255,1476-9255,2.885
J Innate Immun,Journal of Innate Immunity,,"Herwald, H.",1662-811X,1662-8128,4.085
J Insect Sci,Journal of Insect Science,Oxford University Press,Phyllis Weintraub,1536-2442,1536-2442,0.921
J Int AIDS Soc,Journal of the International AIDS Society,John Whiley and Sons,Susan Kippax,1758-2652,1758-2652,5.192
J Int Soc Prev Community Dent, Journal of International Society of Preventive and Community Dentistry,Wolters Kluwer,Dr. Rushabh Dagli,2231-0762,2250-1002,
J Intensive Care,The Journal of Intensive Care Medicine,Sage Publications,James M. Rippe,0885-0666 ,1525-1489 ,3.262 
J Interferon Cytokine Res,Journal of Interferon & Cytokine Research,,Michael Gale Jr.,1079-9907,1557-7465,1.774
J Korean Med Sci,Journal of Korean Medical Science,,,,,
J Lab Physicians,Journal of Laboratory Physicians,,,0974-2727,0974-2727,
J Leukoc Biol,Journal of Leukocyte Biology,Society for Leukocyte Biology,Luis J. Montaner,0741-5400 ,1938-3673 ,4.289
J Lipid Res,Journal of Lipid Research,American Society for Biochemistry and Molecular Biology,Edward A. Dennis,0022-2275,1539-7262,4.505
J Math Biol,Journal of Mathematical Biology,Springer Verlag,M. Gyllenberg,0303-6812 ,1432-1416 ,1.846
J Med Case Rep,Journal of Medical Case Reports,BioMed Central,,,,
J Med Case Reports,Journal of Medical Case Reports,BioMed Central,,,,
J Med Chem,Journal of Medicinal Chemistry,American Chemical Sociey,Gunda I. Georg,0022-2623,1520-4804,6.054
J Med Ethics,Journal of Medical Ethics,BMJ Group,John McMillan,0306-6800,1473-4257,1.889
J Med Genet,Journal of Medical Genetics,BMJ Group,Constantin Polychronakos,0022-2593,1468-6244 ,5.751
J Med Internet Res,Journal of Medical Internet Research,JMIR Publications,Gunther Eysenbach,1438-8871,1438-8871,
J Med Libr Assoc,Journal of the Medical Library Association,University Library System,,1558-9439,1558-9439,
J Med Life,Journal of Medicine and Life,,Dafin Fior Muresanu,,,
J Med Signals Sens,Journal of Medical Signals and Sensors,Isfahan University of Medical Sciences,,22287477,22287477,
J Med Virol,Journal of Medical Virology,Wiley-Blackwell,Arie J. Zuckerman,0146-6615,1096-9071,2.373
J Menopausal Med,Journal of Menopausal Medicine,,,,,
J Microbiol Biol Educ,JOURNAL OF MICROBIOLOGY & BIOLOGY EDUCATION,,,1935-7877,1935-7885,
J Mol Biol,Journal of Molecular Biology,Elsevier,Peter Wright,0022-2836,1089-8638 ,5.067
J Mol Evol,Journal of Molecular Evolution,Springer Science+Business Media,David A. Liberles,0022-2844,1432-1432 ,1.957
J Mol Genet Med,Journal of Molecular and Genetic Medicine,,Susumu Minamisawa,1747-0862,1747-0862,4.07
J Mol Model,Journal of Molecular Modeling,Springer,Timothy Clark,1610-2940,0948-5023,1.423
J Mol Signal,Journal of Molecular Signaling,Ubiquity Press,Prof. Danny N Dhanasekaran &  Prof. Yung Hou Wong,,1750-2187,0.44
J Multidiscip Healthc,Journal of Multidisciplinary Healthcare,Dove Medical Press,Prof. Steve Campbell,,1178-2390,1.72
J Nanobiotechnology,Journal of Nanobiotechnology,,Prof. Weibo Cai & Prof. Fernando Patolsky,,1477-3155,5.816
J Nat Med,Journal of Natural Medicines,Springer,Masami Ishibashi,1340-3443,1861-0293,1.976
J Nat Sci Biol Med,"Journal of Natural Science, Biology and Medicine",Medknow Publications,,0976-9668,2229-7707,
J Neuroinflammation,Journal of Neuroinflammation,BioMed Central,Monica J Carson & Sue T Griffin,,"1742-2094	",6.016
J Neurol,Journal of Neurology,Springer,"Roger A. Barker, Massimo Filippi, Michael Strupp",0340-5354,1432-1459,3.999
J Neuropathol Exp Neurol,Journal of Neuropathology and Experimental Neurology,Oxford University Press, John M. Lee,0022-3069,1554-6578,3.818
J Neurosci Res,Journal of Neuroscience Research,Wiley-Liss,Eric M Prager,0360-4012,1097-4547,4.139
J Neurovirol,Journal of NeuroVirology,Springer,Kamel Khalili,1355-0284,1538-2443,2.517
J Nucleic Acids,Journal of Nucleic Acids,Hindawi Publishing Corporation,Ashis Basu,2090-0201,2090-021X,
J Occup Environ Hyg,Journal of Occupational and Environmental Hygiene,Taylor & Francis,T. Renee Anthony,"	1545-9624",1545-9632,1.462
J Occup Environ Med,Journal of Occupational and Environmental Medicine  ,Lippincott Williams & Wilkins ,,1076-2752,1536-5948,1.355
J Occup Med Toxicol,Journal of Occupational Medicine and Toxicology,BioMed Central,Axel Fischer & David A Groneberg,,1745-6673,2.266
J Oncol,Journal of Oncology,Hindawi Publishing Corporation,Bruno Vincenzi,,1687-8450,2.6
J Ophthalmol,Journal of Ophthalmology,Hindawi Publishing Corporation,Steven F. Abcouwer,2090-004X,2090-0058,1.58
J Oral Maxillofac Pathol,Journal of Oral and Maxillofacial Pathology,Medknow Publications,,0973-029X,1998-393X,
J Orthop Surg,Journal of Orthopaedic Surgery,,Prof. Kenneth MC Cheung,,,0.957
J Orthop Surg Res,Journal of Orthopaedic Surgery and Research  ,BioMed Central,Nicola Maffulli,,1749-799X,1.907
J Orthop Translat,Journal of Orthopaedic Translation,Elsevier," Prof. Regis O'Keefe, Prof. Ling Qin",2214-031X,2214-0328 ,3.063
J Parasitol Res,Journal of Parasitology Research,Hindawi Publishing Corporation,,2090-0023 ,2090-0031,
J Pathog,Journal of Pathogens,MDPI AG,James Chambers,2076-0817,,3.405
J Pathol,The Journal of Pathology,John Wiley & Sons,Peter A. Hall,"	0022-3417",1096-9896,5.942
J Pediatr Neurosci,Journal of Pediatric Neurosciences ,Medknow Publications,V.P. Singh,1817-1745,1998-3948,
J Pediatric Infect Dis Soc,Journal of the Pediatric Infectious Diseases Society,Oxford University Press,Theoklis Zaoutis,,2048-7207,2.456
J Pept Sci, Journal of Peptide Science ,John Wiley & Sons,Luis Moroder,"	1075-2617",1099-1387,2.081
J Periodontal Implant Sci,Journal of Periodontal & Implant Science,Korean Academy of Periodontology,,2093-2278,2093-2286,1.543
J Pharm Anal,Journal of Pharmaceutical Analysis,Elsevier,Langchong He,2095-1779,,4.44
J Pharm Bioallied Sci,Journal of Pharmacy and Bioallied Sciences ,Medknow Publications,R. K. Khar,"	0976-4879",0975-7406,1.04
J Pharm Sci,Journal of Pharmaceutical Sciences ,Elsevier,Ronald T. Borchardt,"	1520-6017",0022-3549,3.369
J Pharmacol Pharmacother,Journal of Pharmacology & Pharmacotherapeutics ,Medknow Publications,,0976-500X,0976-5018,
J Pharmacopuncture,Journal of Pharmacopuncture,Korean Pharmacopuncture Institute,, 2093-6966,234- 6856,1.01
J Phys Chem B,The Journal of Physical Chemistry B ,American Chemical Society ,George C. Schatz,1520-6106,1520-5207,2.923
J Postgrad Med,Journal of Postgraduate Medicine  ,Medknow Publications,,0022-3859,0972-2823,0.855
J Pregnancy,Journal of Pregnancy,Hindawi Publishing Corporation,,2090-2735,2090-2735,
J Prev Med Hyg,Journal of preventive medicine and hygiene,,,,2421-4248,
J Prev Med Public Health,Journal of Preventive Medicine and Public Health ,,,,,
J Proteome Res,Journal of Proteome Research ,American Chemical Society ,John R. Yates,1535-3893,1535-3907,4.268
J Proteomics Bioinform,Journal of Proteomics and Bioinformatics ,,,,0974-276X,
J Public Health (Oxf),Journal of Public Health ,Oxford University Press,"Prof. Premila Webster, Prof. Keith Neal",1741-3842,1741-3850,2.089
J Public Health Africa,Journal of Public Health in Africa,PagePress Publications,"Vittorio Colizzi, Nicaise Ndembi",2038-9922,2038-9930,0.8
J Public Health Manag Pract, Journal of Public Health Management and Practice,Lippincott Williams & Wilkins,Lloyd F. Novick,1078-4659,1550-5022,1.51
J Public Health Policy,Journal of Public Health Policy ,Palgrave Macmillan,"Anthony Robbins, Phyllis Freeman",0197-5897,1745-655X,2.113
J Public Health Res,The Journal of Public Health Research,PAGEPress Publications,,2279-9028,2279-9036,
J R Soc Interface,Journal of the Royal Society Interface  , The Royal Society,Richard Cogdell,1742-5689,1742-5662,3.224
J R Soc Med,Journal of the Royal Society of Medicine,Sage Publications,Kamran Abbasi,0141-0768,1758-1095,3.538
J Radiat Res,Journal of Radiation Research,Oxford University Press,Kenshi Komatsu,0449-3060,1349-9157,1.691
J Reprod Infertil,Journal of Reproduction & Infertility, Avicenna Research Institute ,,2228-5482,2251-676X,1.68
J Res Med Sci,Journal of research in medical sciences,Medknow Publications,,1735-7136,1735-7136,1.467
J S Afr Vet Assoc, Journal of the South African Veterinary Association,"Cape Town, South Africa : AOSIS","Dr J. van Heerden, Private Practitioner, Kimberley, South Africa",1019-9128,22249435,0.69
J Small Anim Pract,Journal of Small Animal Practice,Wiley,Nicholas Jeffery, 0022-4510, 1748-5827,1.255
J Sport Health Sci, Journal of Sport and Health Science,Elsevier BV,"Peijie Chen, PhD and Walter Herzog, PhD",2095-2546,2213-2961,3.644
J Stat Phys,Journal of Statistical Physics,Springer,"Giulio Biroli, Eric Carlen, Abhishek Dhar, Irene Giardina, Alessandro Giuliani, Hal Tasaki",0022-4715,1572-9613,1.62
J Stroke,Journal of Stroke,Korean Stroke Society,Jong S. Kim,2287-6391,2287-6405,5.571
J Struct Biol,Journal of Structural Biology,Elsevier,"Bauke W. Dijkstra, PhD, Andreas Engel, PhD",1047-8477,,3.754
J Taibah Univ Med Sci,Journal of Taibah University Medical Sciences,Elsevier BV,Prof. Khalid Ibrahim Khoshhal,16583612,,0.66
J Technol Transf,Journal of Technology Transfer,Springer New York LLC,Albert N. Link,8929912,,4.342
J Theor Biol,Journal of Theoretical Biology,Elsevier Inc.,"Co-Chief Editors: D. Kirschner, M. Chaplain, FRSE, A. Sasaki",10958541,225193,2.035
J Tissue Eng,Journal of Tissue Engineering,SAGE Publications,"Hae-Won Kim	",,,
"Jonathan Knowles""",2041-7314,,4.148,FALSE,,
J Toxicol,Journal of Toxicology,Hindawi Publishing Corporation,"Jack Ng, University of Queensland, Australia",1687-8191 ,1687-8205,1.31
J Toxicol Pathol,Journal of Toxicologic Pathology,"	Nihon Dokusei Byori Gakkai","Satoshi Furukawa, Nissan Chemical Co., Saitama, Japan",9149198,1881-915X,1.167
J Tradit Complement Med,Journal of Traditional and Complementary Medicine, Elsevier BV,"Lee-Yan Sheen, Ciro Isidoro",22254110,,3.08
J Transl Med,Journal of Translational Medicine,BioMed Central,"Francesco Marincola, Refuge Biotechnologies, USA",,1479-5876,4.301
J Travel Med,Journal of Travel Medicine, Oxford University Press,Annelies Wilder-Smith,1195-1982,1708-8305,2.968
J Trop Med,Journal of Tropical Medicine,Hindawi Publishing Corporation,,1687-9686,1687-9694,
J Vaccines Immun,,,,,,
J Venom Anim Toxins Incl Trop Dis,Journal of Venomous Animals and Toxins including Tropical Diseases, BioMed Central,,,1678-9199,2.479
J Vet Intern Med,Journal of Veterinary Internal Medicine, Wiley-Blackwell,Stephen P. DiBartola and Kenneth W. Hinchclifff,,,
",1939-1676,1939-1676,2.286,FALSE",,,,,,
J Vet Med,Journal of Veterinary Medicine ,,,,,
J Vet Med Sci,Journal of Veterinary Medical Science,"Maruzen Co., Ltd/Maruzen Kabushikikaisha",Yukari TAKEUCHI (Univ. of Tokyo),0916-7250,1347-7439,0.91
J Vet Res,Journal of Veterinary Research,Sciendo,"Beata Cuvelier-Mizak, National Veterinary Research Institute in Pulawy, Poland",,,
,,,,,,
",,2450-8608,0.829,FALSE",,,,,,
J Vet Sci,Journal of Veterinary Science,Korean Society of Veterinary Science,"Ryu, Pan Dong",1229-845X,1976-555X ,1.573
J Viral Hepat, Journal of Viral Hepatitis,Wiley,Graham Foster ,1352-0504,1365-2893,4.016
J Virol,Journal of Virology,American Society for Microbiology,Rozanne M. Sandri-Goldin,0022-538X,1098-5514,4.324
J Virol Methods,Journal of Virological Methods,"	",,,,
"Elsevier""",Paul K.S. Chan,0166-0934,,,,
,,,,,,
",1879-0984 ,1.746,FALSE",,,,,,
J Virus Erad.; 2(1):1-4,,,,,,
J Virus Erad.; 2(Suppl 1):21-52,,,,,,
J Vis Exp,Journal of Visualized Experiments,"	",,,,
"MyJove Corp.""",,1940-087X,,1.325,FALSE,
JACC Basic Transl Sci,JACC: Basic to Translational Science,Elsevier Inc.,Douglas L. Mann,2452-302X,,3.7
JAMA,JAMA - Journal of the American Medical Association,"	",,,,
"American Medical Association (United States)""",Howard Bauchner,0098-7484,1538-3598,51.273,FALSE,
JAMA - Journal of the American Medical Association,JAMA - Journal of the American Medical Association,"	",,,,
"American Medical Association (United States)""",Howard Bauchner, 0098-7484,1538-3598,51.273,FALSE,
JAMA Pediatr,JAMA Pediatrics,"	",,,,
"American Medical Association(United States)""",Dimitri A. Christakis,2168-6203,2168-6211 ,12.004,TRUE,
